ANO;MES;DIA;SEXO;PERIODO;CODIGO;DESCRICAO;UNIDADE_MEDIDA;CATEGORIA;PRECO_UNITARIO;QTD_VENDIDAS;VALOR_VENDIDO
2015;3;18;M;TARDE;1430-O-14361;ROSQ JASMINE 200G GERG/LINH DR;UN;135091;1.78;4.00;7.12 
2013;6;8;F;NOITE;1431-I-06861;BORRACHA P/PANELA STARHOUSE 4.5L;UN;9016104;3.36;1.00;3.36 
2013;10;30;F;NOITE;1433-W-24395;POTE MINI TRANSPARENTE C/5;UN;94293;1.22;2.00;2.44 
2013;5;9;F;NOITE;1434-H-22882;VINHO PRIMAVERA DAO 750 TINTO SECO;UN;124022;9.69;1.00;9.69 
2013;1;14;F;MANHÃ;1434-T-21399;CHA LEAO VERDE 15 SAQ MARACUJA;UN;9091121;3.78;1.00;3.78 
2013;4;7;M;TARDE;1435-U-07379;PORTA OVO SANREMO 686;UN;14293;3.20;2.00;6.40 
2013;12;1;F;MANHÃ;1444-D-00389;CREMOGEMA 200G MORANGO;UN;9011091;1.73;2.00;3.46 
2013;8;5;M;MANHÃ;1449-R-16020;BAU 4 PALHA;UN;92064;9.07;1.00;9.07 
2014;10;30;F;NOITE;1450-F-01803;LOCAO DOVE 200ML NUT TOQUE LEVE;UN;9994033;4.38;2.00;8.76 
2014;1;20;F;MANHÃ;1451-Z-00818;OLEO MOTOR GT-OIL MASTER SYNTEC 1L;UN;23910172;7.01;1.00;7.01 
2015;8;8;F;NOITE;1455-C-13752;SH DOVE PURE CARE 200ML DRY OIL;UN;15033;7.89;1.00;7.89 
2013;10;26;M;NOITE;1455-V-23615;PEGADOR INOX UD701 DENTADO;UN;155028;1.15;4.00;4.60 
2013;6;1;F;NOITE;1459-Y-06961;ESPONJA PONJITA LUXO;UN;94293;2.91;2.00;5.82 
2014;1;20;F;TARDE;1461-S-20768;POTE PLASUTIL QUAD 200ML FROZEN;UN;14293;1.17;12.00;14.04 
2014;1;18;M;TARDE;1465-O-09427;PIZZA SEARA 460G CALABRESA + RECH;UN;9095091;5.04;1.00;5.04 
2013;11;20;F;NOITE;1470-F-03742;COBERTURA MARVI 300G LEITE COND;UN;9096012;2.05;2.00;4.10 
2014;12;14;F;MANHÃ;1470-Q-18708;HARPIC GEL CITRUS C/APLIC 5G;UN;1058083;1.59;7.00;11.13 
2015;11;28;M;MANHÃ;1472-P-10407;FORMA P/MICRO NITRON OVO/OMELETE;UN;14293;1.99;3.00;5.97 
2013;2;26;F;MANHÃ;1472-S-01703;MOLHO QUERO 150ML SHOYU;UN;1013012;0.95;1.00;0.95 
2014;9;1;M;MANHÃ;1473-Q-09268;MOLHO PREDILECTA XADREZ 340G SAC;UN;1023012;1.18;7.00;8.26 
2015;5;26;F;TARDE;1474-D-05944;ROLO P/PINTURA ESPUMA 9CM NEDO;UN;1043069;1.48;15.00;22.20 
2013;12;2;F;TARDE;1475-P-15828;SH ACQUA KIDS 250ML PRAIA/PISCINA;UN;15033;3.17;1.00;3.17 
2015;11;1;F;NOITE;1476-W-20960;GELATINA ROYAL 25G MORANGO;UN;92096012;0.46;1.00;0.46 
2013;9;20;F;NOITE;1478-O-03816;SANDALIA IPANEMA FEMININA 06466;UN;22046;4.34;2.00;8.68 
2015;1;28;M;MANHÃ;1480-Q-07001;NECTAR DEL VALLE MAIS 335ML LIG PES;UN;92022;1.16;7.00;8.09 
2014;1;16;M;MANHÃ;1481-I-24433;POTE VIDRO 220ML TEMPERO D1930;UN;943107;1.61;1.00;1.61 
2013;3;22;F;MANHÃ;1482-T-15719;FOLHAS DEPILART PERNAS C/10 MEL;UN;97033;6.55;1.00;6.55 
2013;4;23;M;TARDE;1486-A-12803;BATATA LAYS 30G PICANHA;UN;25002;1.00;4.00;4.00 
2014;1;16;M;NOITE;1487-X-05062;VELA FESTLAR ANIVERSA ROSA N04;UN;6043;0.65;20.00;13.00 
2014;8;1;F;TARDE;1487-X-05062;VELA FESTLAR ANIVERSA ROSA N04;UN;91021093;0.61;12.00;7.32 
2015;4;19;F;TARDE;1488-H-11658;MORTAD. PERDIGAO 1KG FRANGO;UN;1061;2.96;2.00;5.92 
2014;2;4;M;MANHÃ;1492-V-21048;CLIC POTE RET 430ML MICKEY BABY;UN;14293;1.57;2.00;3.14 
2014;6;25;M;NOITE;1493-X-21394;CINZEIRO REDONDO C/2;UN;9000207;1.09;1.00;1.09 
2014;4;26;F;NOITE;1498-D-07343;LIXEIRA C/TAMPA RAINHA 7 LTS UN;UN;94293;2.70;1.00;2.70 
2013;2;23;M;NOITE;1498-H-22862;COPO CONTOUR COCA COLA 500ML CITRIC;UN;733107;3.11;1.00;3.11 
2013;8;9;F;MANHÃ;1502-K-17450;PORTA DETERGENTE PLASUTIL COMPACTO;UN;94293;0.88;10.00;8.80 
2015;12;27;F;NOITE;1504-J-06665;VELA FESTLAR ANIVERS SAPEK RS N.7;UN;6043;1.21;4.00;4.84 
2015;9;28;M;NOITE;1511-Z-08209;BISC. RENATA 200G MAIZENA;UN;135091;0.54;12.00;6.48 
2013;9;4;F;TARDE;1517-H-19547;LMPD ECOBRIL 500ML REF ATIVOS NATUR;UN;22043;3.10;1.00;3.10 
2015;1;25;F;MANHÃ;1517-S-04080;DSF SANOL TRANSP 500 MARINE;UN;1058083;1.15;8.00;9.20 
2014;8;6;F;MANHÃ;1520-J-03470;SH YAMA 330ML CERAMIDAS;UN;15033;1.87;4.00;7.48 
2014;8;28;F;NOITE;1521-B-11366;CAD. TILIBRA UNIV 1X10 200F;UN;20284;4.70;1.00;4.70 
2014;7;18;M;TARDE;1521-F-18545;POTE NADIR TOY STORY 598ML;UN;943107;3.63;2.00;7.26 
2013;4;15;M;NOITE;1524-M-14793;KIT HAIR ESCOVA II RF-0619;UN;25033;0.99;7.00;6.93 
2015;1;2;F;NOITE;1526-M-15465;PROTETOR PIA C/VENTOSA MAXIMO;UN;14293;0.99;5.00;4.95 
2015;1;17;F;TARDE;1526-M-15465;PROTETOR PIA C/VENTOSA MAXIMO;UN;94293;0.99;7.00;6.93 
2015;6;20;M;TARDE;1528-X-22668;COPO CONTOUR COCA COLA 473ML GREEN;UN;733107;3.11;2.00;6.22 
2013;8;25;F;MANHÃ;1529-B-00624;FUNIL PLASUTIL PEQ;UN;14293;0.84;11.00;9.24 
2013;6;5;F;MANHÃ;1530-K-19864;REF. FANTA LARANJA 350ML PROM C/6;UN;12022;4.50;7.00;31.52 
2015;2;25;M;TARDE;1532-E-03276;ASSADEIRA GUIMA REDONDA N30;UN;15167;5.93;1.00;5.93 
2014;8;6;F;MANHÃ;1538-C-07967;REFIL FILTRO AGUA BELLA (VELA);UN;2196;7.25;1.00;7.25 
2014;6;11;M;MANHÃ;1544-Y-17359;ABACAXI HELOMAR CALDA LT 400G;UN;1028002;3.84;5.00;19.20 
2014;12;4;F;NOITE;1546-F-22478;QUEIJO TIROLEZ TIPO CAMEMBERT KG;KG;46040;32.07;0.21;6.73 
2014;9;11;F;NOITE;1547-A-20836;POTE PLASVALE FLOR 500ML GLITTER;UN;14293;1.95;3.00;5.85 
2015;9;14;F;MANHÃ;1548-B-22488;REQUEIJAO TIROLEZ 200G LIGHT;UN;9016040;2.13;3.00;6.39 
2014;2;5;M;NOITE;1550-J-23623;MORDEDOR PICOLE DG043 COLOR PET;UN;9096293;1.21;4.00;4.84 
2013;2;5;M;MANHÃ;1554-B-08902;NECTAR SUFRESH 330ML LT UVA;UN;92022;0.83;13.00;10.75 
2014;3;2;M;NOITE;1556-B-23847;MAC. INST BIFUM 67G LEGUMES;UN;32091;0.99;2.00;1.98 
2015;8;2;F;TARDE;1556-V-15376;LIXA ESSENCIAL SINTETICA ANATOMICA;UN;94293;1.30;1.00;1.30 
2015;7;26;F;NOITE;1560-M-21116;COND OURIBEL RESTORE 320ML MISTO;UN;95033;3.80;5.00;18.98 
2013;10;22;M;NOITE;1560-V-02962;PIMENTA SIRIA (JAMAICA) PO KG;KG;224090;18.69;0.11;2.06 
2015;8;11;M;TARDE;1566-Q-16787;GLADE AUTO SPORT AP 7ML FESTA;UN;9984248;8.57;1.00;8.57 
2015;9;7;F;MANHÃ;1567-J-00257;CACAROLA NIGRO N16 PAPEIRO;UN;15167;7.33;1.00;7.33 
2015;2;6;F;TARDE;1567-J-22484;QUEIJO TIROLEZ TIPO GOUDA KG;KG;2096040;18.90;0.17;3.21 
2014;1;12;F;NOITE;1569-E-04952;LOCAO DOVE 200ML SUMMER TONE;UN;9994033;4.05;2.00;8.10 
2013;8;30;F;TARDE;1569-E-05264;GRANOLA CEREALLE FITN 800G MÃ?&GERG;UN;14091;6.87;1.00;6.87 
2014;3;19;F;MANHÃ;1569-E-05264;GRANOLA CEREALLE FITN 800G MÃ?&GERG;UN;24091;6.82;1.00;6.82 
2013;12;25;M;TARDE;1569-Q-18762;BATEDOR CLARA BOA UTILIDADES;UN;915167;1.55;5.00;7.75 
2015;1;28;M;MANHÃ;1575-L-10372;DR BI-O 50ML FEM CLARIFY RENOV;UN;1027033;3.68;2.00;7.36 
2014;3;23;F;NOITE;1575-Z-11361;CAD. TILIBRA BROCH CD 1/4 MAIS 96F;UN;20284;1.19;2.00;2.38 
2013;11;22;M;NOITE;1578-Z-17553;PORTA CEREAL SANREMO 698;UN;14293;1.92;1.00;1.92 
2014;9;21;M;TARDE;1581-L-08819;MB BOLO OETKER 70G CANECA LAR;UN;21091;0.86;13.00;11.12 
2014;1;13;F;MANHÃ;1582-O-06826;ESCOVA P/UNHA MARCO BONI REF 7711;UN;923069;1.87;7.00;13.09 
2014;11;20;M;NOITE;1583-T-20646;POTE PLASVALE HERMETICO RED 1.75L;UN;14293;1.60;11.00;17.60 
2013;10;1;F;TARDE;1593-K-13666;BLOCO ANOT C/PAUTA ESP 80F HG2206;UN;20284;1.71;5.00;8.55 
2015;4;2;M;NOITE;1593-W-22916;CESTA RED 25X7CM DC 0506;UN;112064;4.02;1.00;4.02 
2013;1;3;F;NOITE;1596-I-20292;JARRA VIDRO TAMPA PLAST BA24874;UN;155028;4.67;2.00;9.34 
2015;11;5;M;TARDE;1597-Y-16576;BEB/LACT PIRACANJUBA 200ML Z MA/MAC;UN;92022;0.65;9.00;5.85 
2015;3;11;M;TARDE;1597-Y-16576;BEB/LACT PIRACANJUBA 200ML Z MA/MAC;UN;93040;0.72;1.00;0.72 
2014;1;29;M;TARDE;1599-L-21293;PETIT GATEAU MR BEY 200G CHOCOLATE;UN;9095091;8.92;1.00;8.92 
2015;1;26;M;NOITE;1600-K-08280;DSF PINHO SOL 500ML FLORAL;UN;1058083;2.10;2.00;4.20 
2015;4;22;F;NOITE;1601-Z-12221;REF. FIBZ 350ML LATA GUARANA;UN;12022;0.94;5.00;4.70 
2013;8;12;F;MANHÃ;1602-F-03012;CONFREI KG;KG;42032;6.85;1.00;6.85 
2013;1;4;M;NOITE;1604-G-03224;POTE SANREMO FLOR RED MD 703/5;UN;14293;2.17;1.00;2.17 
2015;1;7;M;TARDE;1608-J-05049;VELA FESTLAR ANIVERSA ROSA N05;UN;6043;0.65;7.00;4.55 
2015;2;2;M;NOITE;1608-J-05049;VELA FESTLAR ANIVERSA ROSA N05;UN;91021093;0.62;7.00;4.34 
2013;4;22;M;MANHÃ;1610-G-09891;COPO DISNEY OCA POOH;UN;733107;3.11;3.00;9.33 
2014;7;3;M;TARDE;1613-O-04632;LM LUSTRAL YPE 200ML LAVANDA;UN;25043;1.50;1.00;1.50 
2013;3;21;M;TARDE;1615-G-08719;PENEIRA JAGUAR N09;UN;14293;0.97;10.00;9.70 
2015;4;28;M;TARDE;1615-R-04452;OSSO XISDOG BIO C/NO DUPLO PEQ;UN;5024;1.93;5.00;9.65 
2014;9;5;F;TARDE;1618-D-02509;FORMA NIGRO CONICA REFORC 18 UN;UN;15167;4.42;4.00;17.69 
2013;1;7;F;TARDE;1622-D-20956;CHOC. LACTA 20G AO LEITE;UN;1236081;0.57;13.00;7.41 
2014;2;24;M;NOITE;1622-T-20010;POTE PLASVALE BIO VITA QUAD 500ML;UN;14293;1.20;7.00;8.37 
2015;11;2;M;MANHÃ;1622-X-08108;POTE PLASUTIL DEC QUD HT 1.2LT 5578;UN;14293;2.36;4.00;9.44 
2013;2;1;M;TARDE;1624-C-07574;PORTA FRIOS JAGUAR 1100ML;UN;14293;1.57;8.00;12.56 
2015;7;11;F;MANHÃ;1625-B-18473;SBT ALMA DE FLORES 130 C/3 ALFAZEMA;UN;9111043;4.47;1.00;4.47 
2013;6;13;M;MANHÃ;1626-M-22923;CESTA OVAL 38X30X8CM 0004;UN;112064;5.81;1.00;5.81 
2013;11;7;F;TARDE;1626-Z-08692;BEBEZINHO PANCO 70G BAUN RECH BAUN;UN;9025091;0.99;10.00;9.90 
2014;8;27;M;NOITE;1627-P-09328;LIMPA PRATICE ELETROELETRONICO 200;UN;22043;3.73;1.00;3.73 
2013;4;2;F;MANHÃ;1627-V-12380;DESCANSO PANELA MUNDIART 18CM 97025;UN;9144;1.72;10.00;17.20 
2013;3;12;M;TARDE;1631-E-04997;PRATO LAMINADO FESTLAR N.08;UN;963284;1.37;6.00;8.22 
2015;8;1;F;MANHÃ;1631-E-04997;PRATO LAMINADO FESTLAR N.08;UN;9117067;1.51;2.00;3.02 
2014;5;12;M;NOITE;1633-U-04064;BACIA ARQPLAST 18L;UN;94293;2.11;4.00;8.44 
2014;12;22;F;NOITE;1634-O-17019;COLHER P/COZINHA POLIPROP 41CM ETI;UN;14293;3.17;3.00;9.51 
2014;12;15;F;NOITE;1636-E-11194;COND TRESEMME 750ML BLIND PLATINUM;UN;95033;9.52;1.00;9.52 
2013;5;4;F;MANHÃ;1637-N-15369;GARFO TRAMONTINA AZUL C/3 23172/310;UN;1995128;3.07;1.00;3.07 
2015;5;5;M;TARDE;1637-Y-02946;LARANJA FOLHA KG;KG;15080;8.03;0.96;7.71 
2015;2;27;F;NOITE;1645-Q-18174;MB BOLO YOKI 425G LIMAO;UN;21091;1.58;6.00;9.48 
2013;4;12;M;NOITE;1645-T-08087;DR DOVE 50ML ENERGY DRY;UN;1027033;5.15;1.00;5.15 
2015;11;1;M;TARDE;1648-J-15367;VELA FESTLAR ANIVERS SAPEK RS N.0;UN;6043;1.23;7.00;8.61 
2015;5;29;F;NOITE;1651-D-21574;SANDALIA RIDER R1 INK AD AZ/AZ/BEG;UN;22046;9.51;1.00;9.51 
2014;9;21;F;NOITE;1651-V-02278;TABUA CARNE COAMIL C/MARTELO;UN;14293;2.67;4.00;10.68 
2015;1;30;M;TARDE;1660-V-08904;NECTAR SUFRESH 330ML LT ABACAXI;UN;92022;0.86;22.00;18.85 
2014;9;22;M;MANHÃ;1667-H-15563;POTE PLASUTIL DECOR FR RET 430ML;UN;94293;1.03;4.00;4.12 
2013;3;22;F;TARDE;1673-F-08678;DEO COLONIA ALFAZEMA 118ML;UN;2003033;3.79;2.00;7.58 
2013;3;6;F;TARDE;1673-I-21719;ESCOVA P/PENTE BEBE SAQ 050;UN;923069;1.48;4.00;5.92 
2014;7;6;M;TARDE;1673-T-12049;MAC. NISSIN 74G LAMEN LIGHT GAL CAI;UN;32091;0.60;6.00;3.60 
2013;1;29;M;MANHÃ;1676-V-19876;SBT LIFEBUOY LIQ 250ML NATURE;UN;1021043;3.23;2.00;6.46 
2013;3;24;F;MANHÃ;1678-P-09431;UVA PASSA PRETA HEMMER 90G SACHE;UN;26080;0.87;1.00;0.87 
2015;5;5;M;NOITE;1678-Y-17688;BALDE PLASUTIL 8L MENINO;UN;94293;6.18;1.00;6.18 
2013;8;3;M;NOITE;1682-M-22663;PULVERIZADOR PLASDURAM BALL 350ML;UN;9096293;1.58;6.00;9.48 
2014;9;9;M;MANHÃ;1683-E-24280;SBT LEITE DE ROSAS 90G REFRESCANTE;UN;9111043;1.43;3.00;4.29 
2014;7;3;F;MANHÃ;1690-J-13189;COPO NADIR BRISTOL SUCO 200ML;UN;733107;1.13;8.00;9.04 
2015;7;8;F;NOITE;1694-N-09705;PIMENTA ARDIDA BDJ 150G;UN;69070;1.37;21.00;28.77 
2013;3;28;F;MANHÃ;1695-Z-10494;MB PUDIM OETKER 40G CANECA BAUNILHA;UN;12096012;0.93;8.00;7.44 
2013;8;6;M;TARDE;1703-J-16307;BEBIDA BONAFONT 1.450ML LARANJA;UN;12022;2.66;1.00;2.66 
2015;4;26;M;MANHÃ;1703-R-15614;DOCE BRASIL CAIPIRA 200G ABOBORA;UN;9997002;2.64;8.00;21.09 
2013;4;28;M;MANHÃ;1705-A-14313;CACAROLA NIGRO PAPEIRO N14;UN;15167;6.67;1.00;6.67 
2013;5;24;M;TARDE;1708-J-07364;AGUA OXIG YAMA 30V 100ML;UN;7482;0.84;13.00;10.88 
2014;1;22;M;TARDE;1711-V-20938;ALGODAO YORK CAIXA 25G;UN;1121065;1.00;1.00;1.00 
2014;2;28;F;MANHÃ;1712-S-22393;LMPD BRILHANTE BANH C/CL 500ML SPRA;UN;22043;3.09;5.00;15.43 
2015;8;14;F;MANHÃ;1717-N-12053;TEMPERO KNORR MEU ASSAD 28G HOT;UN;12093012;1.63;1.00;1.63 
2013;6;25;F;MANHÃ;1722-B-23087;SH SEDA 325ML RESTAURACAO INSTANT;UN;15033;3.44;1.00;3.44 
2015;7;17;F;MANHÃ;1722-E-02459;FORMA GELO C/2 PCS 372;UN;14293;1.56;4.00;6.24 
2013;12;13;F;TARDE;1724-U-24539;MASCARA OURIBEL 250G BROTO DE BAMBU;UN;95033;4.75;1.00;4.75 
2014;7;19;F;NOITE;1727-H-02323;CESTO SANTANA TELADO 30L;UN;94293;8.22;1.00;8.22 
2013;9;12;F;MANHÃ;1729-G-02714;OSSO XISDOG COXA DE PERU;UN;15114;2.62;3.00;7.86 
2015;1;1;F;NOITE;1729-J-18297;IOG. VIGOR GREGO 100G CAFE;UN;13040;0.85;3.00;2.55 
2013;2;17;M;TARDE;1734-U-06511;PENEIRA EURO C/CABO 7CM UTS -5798;UN;4069;1.91;4.00;7.64 
2014;9;14;F;TARDE;1735-K-15564;POTE PLASUTIL DEC RED HT 2.1LT 5556;UN;14293;4.65;2.00;9.30 
2015;4;11;M;TARDE;1735-W-20858;POTE PLASVALE DEC 400ML BOLINHA;UN;14293;1.33;1.00;1.33 
2014;9;22;M;TARDE;1737-R-23633;MANGOSTIN CARLOS EDGAR KG;KG;27080;12.50;1.21;15.12 
2014;7;15;M;TARDE;1737-X-15054;XICARA OXFORD 200ML C/PIRES JASMIM;UN;2196;4.00;1.00;4.00 
2014;11;4;M;TARDE;1742-C-23681;MB BOLO OETKER 450G BRIGADEIRO;UN;21091;3.17;1.00;3.17 
2014;11;5;F;TARDE;1746-K-17841;DESCANSO PANELA MUNDIART 20CM 41015;UN;912064;1.46;4.00;5.84 
2015;1;30;F;NOITE;1748-C-05051;VELA FESTLAR ANIVERSA ROSA N07;UN;6043;0.65;5.00;3.25 
2014;4;17;M;NOITE;1748-C-05051;VELA FESTLAR ANIVERSA ROSA N07;UN;91021093;0.61;8.00;4.88 
2013;11;21;F;TARDE;1748-U-10939;FRUTARE KIBON 73ML MOUSSE MARACUJA;UN;1005012;2.41;1.00;2.41 
2014;9;22;M;NOITE;1752-U-14103;ARROZ MOMIJI CALROSE T1 1KG;UN;12036001;3.51;1.00;3.51 
2014;3;22;F;NOITE;1753-Z-07228;CAIXA SANTANA TOPA TUDO 4 LT;UN;14293;2.84;2.00;5.68 
2014;8;9;M;MANHÃ;1754-A-21737;PRENDEDOR RP GABOARDI PLAST C/12;UN;94293;0.60;9.00;5.40 
2015;9;30;F;NOITE;1754-P-04802;ESCOVA P/MAMADEIRA LUXO;UN;93069;2.55;4.00;10.20 
2015;8;2;F;NOITE;1763-D-22387;LMPD BRILHANTE C/CL 500ML LIM/HOR;UN;22043;1.41;6.00;8.46 
2013;1;13;F;TARDE;1764-F-23789;PAPINHA HEINZ 113G BANANA;UN;24012;1.30;2.00;2.60 
2014;4;22;F;MANHÃ;1764-L-06694;VINAGRE MACA SR VICCINO C/ACU 500ML;UN;9022;4.73;1.00;4.73 
2013;7;30;F;TARDE;1764-P-12415;OLEO LAVANDA NUPILL 120G ACETINADO;UN;1091033;3.22;4.00;12.88 
2014;2;4;M;TARDE;1775-O-17461;POTE JAGUAR REDONDO MINI 250ML;UN;14293;0.29;30.00;8.55 
2014;7;1;F;NOITE;1776-I-22109;COND OURIBEL 320ML SILICONES GOLD;UN;95033;4.75;1.00;4.75 
2015;5;21;M;TARDE;1777-F-02653;MARMITA BOCAKENTE REDONDA GRD;UN;9013293;6.90;1.00;6.90 
2013;11;21;F;TARDE;1777-P-22653;PULVERIZADOR PLASDURAM FLOR 450ML;UN;9096293;1.98;2.00;3.96 
2013;2;1;M;TARDE;1780-D-22382;LMPD VIM MULT 500ML CLORO REF;UN;22043;3.78;1.00;3.78 
2015;12;11;M;TARDE;1780-R-12182;CHA MATTE LEAO 25G SOL NAT POUCH;UN;9003090;4.07;3.00;12.21 
2014;8;27;F;TARDE;1782-B-13321;RISOTO GRINGS INTEGRAL 180G SOJA;UN;94091;1.26;7.00;8.82 
2013;3;23;F;MANHÃ;1782-B-13321;RISOTO GRINGS INTEGRAL 180G SOJA;UN;29016001;1.18;3.00;3.54 
2013;8;8;M;NOITE;1782-Z-07024;LUVA SCOTCH BRITE TAREF DEL MEDIA;UN;915104;3.68;1.00;3.68 
2013;1;2;F;NOITE;1783-R-20133;IOG. VIGOR GREGO 100G SALG AZE/PRET;UN;13040;2.08;2.00;4.16 
2013;9;22;F;TARDE;1784-Q-02698;MANJERICAO KITANO DESIDRATADO 7G;UN;9091121;0.51;14.00;7.14 
2014;6;20;F;NOITE;1785-V-13606;COPO CISPER ELEGANCE 450ML GRAY;UN;733107;2.49;1.00;2.49 
2013;11;15;F;NOITE;1789-Q-24686;SAND HAV ALLEGRA ROSA BONECA;UN;22046;4.24;2.00;8.48 
2015;11;7;M;MANHÃ;1789-Y-12181;CHA LEAO C/15 SAQ FUZE MACA;UN;33180;2.93;1.00;2.93 
2015;5;20;F;NOITE;1790-Q-20921;TOALHA BRUTEX COZINHA S/ESTAMPA;UN;62036;1.08;1.00;1.08 
2015;10;25;M;TARDE;1791-E-16925;XICARA NADIR DURALEX CHA/PIRES;UN;943107;3.36;2.00;6.72 
2015;1;19;F;NOITE;1791-E-16925;XICARA NADIR DURALEX CHA/PIRES;UN;9011196;3.36;1.00;3.36 
2014;9;24;M;TARDE;1794-N-13722;ADOCANTE ASSUGRIN PLUS 40G C/50;UN;9096012;1.96;1.00;1.96 
2013;5;15;M;TARDE;1798-F-17238;FARINHA DE BATATA DOCE KG;KG;24170;16.20;0.14;2.27 
2015;1;5;F;TARDE;1807-Z-16490;GUARDA CHUVA MUNDIART 2041W;UN;1191066;6.94;1.00;6.94 
2014;1;9;M;NOITE;1808-D-13408;POTE PLASVALE QUAD 2L VERMELHO;UN;14293;2.36;3.00;7.08 
2015;2;2;F;TARDE;1808-D-13408;POTE PLASVALE QUADRADO 2L;UN;14293;1.73;5.00;8.65 
2014;3;25;M;MANHÃ;1809-E-23554;PORTA NIQUEL PVC 92338 CORUJA;UN;232024;0.80;8.00;6.40 
2013;3;27;F;NOITE;1812-Z-21119;POLENTA PRATIGEL TOLETE 400G;UN;32091;1.64;5.00;8.20 
2013;7;29;M;TARDE;1813-D-14088;SANDALIA IPANEMA MORANG BUB IV VERM;UN;22046;9.61;1.00;9.61 
2015;2;13;M;MANHÃ;1813-R-00922;SOPAO MAGGI 200G GALINHA/LEGUMES;UN;11014012;0.97;5.00;4.85 
2013;1;7;M;TARDE;1815-I-14446;DS HERBISSIMO 90ML FRESH;UN;1027033;1.70;2.00;3.40 
2013;1;24;F;NOITE;1815-V-04103;KIT C/2 COLHERES P/SUCO;UN;14293;0.99;4.00;3.96 
2015;8;19;M;TARDE;1816-F-02470;COLEIRA AGROVET COURO FORRADA N0;UN;1001024;2.76;2.00;5.52 
2014;10;13;F;NOITE;1818-U-15059;FACA P/CARNE EURO CHEF 9.5 INOX;UN;1291128;9.39;1.00;9.39 
2013;12;14;M;MANHÃ;1819-G-06168;GRAXA GITANES MP2 500G;UN;92910172;4.67;1.00;4.67 
2014;8;12;M;MANHÃ;1822-B-15481;BROCOLIS PERDIGAO CONG 300G;UN;80170;1.44;5.00;7.20 
2013;8;2;M;TARDE;1825-R-11994;COND HEAD SHOULDERS 400ML CON/QUED;UN;95033;8.32;1.00;8.32 
2014;12;23;F;MANHÃ;1827-P-15571;POTE PLASUTIL DEC QUD HT 2.85L 5580;UN;14293;5.10;1.00;5.10 
2015;9;25;M;NOITE;1828-R-09112;LMPD MR MUSCULO COZINHA 500ML SQUEE;UN;22043;2.59;1.00;2.59 
2015;7;22;M;MANHÃ;1831-C-09884;COOKIES QUAKER 40G CACAU/AVEIA;UN;135091;0.85;8.00;6.80 
2014;11;11;M;MANHÃ;1831-T-24232;SAND IPANEMA BARBIE STYLE 23546 PTO;UN;22046;8.55;1.00;8.55 
2013;6;7;F;NOITE;1832-Q-21732;FOSFORO GABOARDI C/10 UN;UN;5063;0.90;7.00;6.30 
2015;9;20;F;MANHÃ;1836-F-04007;COPO NADIR REFRESCO BRISTOL;UN;733107;2.45;2.00;4.90 
2014;8;14;F;MANHÃ;1836-K-06890;QUEIJO SANDWICH IN MUS LIG C/8 144G;UN;36040;2.51;1.00;2.51 
2015;4;13;F;MANHÃ;1838-G-02895;MULUNGU KG;KG;42032;9.34;0.51;4.76 
2014;10;4;F;TARDE;1844-I-18204;BOLINHO BAUDUCCO CEREALE 50G BAN/AM;UN;9025091;0.92;8.00;7.36 
2015;7;10;F;TARDE;1844-I-18204;BOLINHO BAUDUCCO CEREALE 50G BAN/AM;UN;9095091;0.84;9.00;7.56 
2015;1;17;M;TARDE;1844-M-18680;PORTA GUARDANAPO FIORELLA 2105/1154;UN;14293;2.15;4.00;8.60 
2015;5;6;F;NOITE;1846-F-14290;DSF KALIPTO 2L HERBAL;UN;1058083;2.91;3.00;8.73 
2013;1;19;F;NOITE;1847-A-09899;DA BRUT 89G 48H CLASSIC;UN;1027033;3.62;2.00;7.24 
2013;1;6;M;MANHÃ;1847-X-17580;GARRAFA SQUEEZE HOT WHEELS 350ML;UN;94293;1.05;5.00;5.25 
2013;10;12;F;MANHÃ;1848-V-08836;LAPIS BIC EVOLUTION C/BORRACHA C/4;UN;19069;2.94;4.00;11.76 
2013;11;4;M;NOITE;1850-F-12092;AMEIXA PREDILECTA CALDA 150G LATA;UN;998002;2.05;1.00;2.05 
2015;6;4;F;MANHÃ;1850-H-05923;COLA NEDO P/TUBO PVC 17 G;UN;9016053;1.37;19.00;26.11 
2013;8;2;M;NOITE;1855-S-24254;APONTADOR BIC METAL 2 FUROS;UN;14128;1.55;3.00;4.65 
2013;10;26;F;NOITE;1857-O-21213;DOCE LEITE RESERVA MINAS 710G COCO;UN;2091091;4.30;1.00;4.30 
2015;8;24;F;NOITE;1858-W-11255;COOKIES JASMINE 150G INT AVEIA/NUTS;UN;135091;3.78;1.00;3.78 
2015;6;19;M;NOITE;1863-R-11720;COND HIDRAKEL 400ML FORCA/HIDRAT;UN;95033;2.97;2.00;5.94 
2013;8;21;F;NOITE;1867-B-15230;ESCUMADEIRA MONIZ INOX;UN;1995128;1.80;1.00;1.80 
2013;3;23;F;NOITE;1867-J-11333;POTE JAGUAR PEQ IND 390ML;UN;14293;0.48;21.00;9.98 
2013;5;17;M;NOITE;1868-C-21375;BACIA SANTANA CLEAN 8 LT;UN;81049;2.21;2.00;4.42 
2015;7;11;M;TARDE;1869-U-04990;PRATO PLAST FESTLAR 15CM AMAR C/10;UN;14293;0.80;13.00;10.36 
